age,home_country,destination_country,education,employment,monthly_income,travel_purpose,travel_history,criminal_record,english_level,visa_approved
46,Philippines,Canada,Bachelors,Unemployed,78502,Business,1,0,Medium,0
32,Mexico,Australia,Masters,Employed,14824,Work,2,0,High,1
20,Philippines,UK,Masters,Unemployed,98169,Work,2,0,Medium,1
46,Brazil,Germany,HighSchool,Unemployed,19814,Study,3,0,Low,0
21,Philippines,Australia,Masters,Employed,84137,Study,1,0,Medium,1
37,Brazil,Canada,Masters,Unemployed,73237,Work,0,0,Low,0
38,India,UK,Bachelors,Employed,36946,Study,0,0,Medium,0
44,Nigeria,UK,Bachelors,Employed,68781,Business,2,0,Low,1
20,Philippines,USA,Masters,Employed,90391,Tourist,0,0,Low,0
37,Mexico,USA,Bachelors,Employed,45327,Study,2,0,Medium,1
42,Brazil,Germany,Masters,Unemployed,85041,Business,3,0,High,1
42,Philippines,USA,Masters,Unemployed,71460,Business,0,0,Low,0
30,Mexico,Canada,Bachelors,Unemployed,44071,Work,2,0,Low,0
35,Philippines,UK,Bachelors,Unemployed,52449,Business,1,0,Medium,0
37,Philippines,Australia,HighSchool,Unemployed,7099,Study,1,0,High,0
20,Nigeria,USA,Bachelors,Unemployed,50461,Business,3,0,Medium,1
20,Mexico,Australia,Masters,Unemployed,15330,Business,2,0,Medium,0
42,Mexico,UK,HighSchool,Unemployed,75447,Business,0,0,High,0
29,Philippines,Germany,HighSchool,Employed,13392,Business,2,0,Low,0
49,Mexico,Canada,HighSchool,Employed,16186,Business,0,0,Low,0
34,Nigeria,Australia,Masters,Employed,42756,Business,1,0,Medium,1
47,Brazil,Australia,Masters,Unemployed,74279,Business,3,0,High,1
39,India,UK,Masters,Unemployed,71993,Study,2,0,Low,0
47,Brazil,Germany,HighSchool,Unemployed,9414,Work,0,1,Medium,0
42,Nigeria,Australia,Masters,Unemployed,36516,Study,3,0,Low,0
47,Philippines,UK,Bachelors,Unemployed,48653,Study,2,0,Low,0
36,Brazil,UK,Bachelors,Employed,38733,Business,1,0,Low,0
39,Brazil,USA,Masters,Employed,65956,Business,3,0,Low,1
38,Philippines,UK,Bachelors,Employed,74241,Study,2,0,High,1
37,India,USA,Masters,Unemployed,11025,Business,0,0,Low,0
42,Mexico,Germany,Masters,Unemployed,38462,Tourist,1,0,Low,0
43,Mexico,UK,Masters,Unemployed,12233,Work,1,0,High,0
31,India,UK,Bachelors,Unemployed,38881,Tourist,0,0,Low,0
30,Brazil,USA,HighSchool,Employed,91121,Tourist,3,0,Low,1
29,Mexico,Australia,HighSchool,Unemployed,90031,Work,3,0,High,1
47,Nigeria,USA,HighSchool,Employed,19312,Business,1,0,Low,0
28,Brazil,Australia,Masters,Unemployed,36483,Tourist,2,0,High,1
21,Philippines,USA,HighSchool,Unemployed,10461,Tourist,3,0,Medium,0
40,Nigeria,UK,HighSchool,Unemployed,25269,Study,1,0,Medium,0
24,Nigeria,Germany,Masters,Unemployed,46631,Business,1,0,High,1
46,Nigeria,USA,Bachelors,Employed,94537,Business,3,0,Medium,1
39,Brazil,Canada,Masters,Employed,76112,Business,0,0,Low,1
23,India,Germany,HighSchool,Unemployed,76968,Work,2,0,High,1
38,India,UK,HighSchool,Unemployed,24116,Study,2,1,Medium,0
30,Nigeria,USA,Bachelors,Unemployed,85585,Tourist,3,0,Medium,1
38,India,Canada,HighSchool,Unemployed,5490,Tourist,3,0,Medium,0
47,Mexico,UK,Masters,Unemployed,15276,Study,1,1,High,0
34,Mexico,Australia,Bachelors,Employed,62012,Work,1,0,Medium,1
41,Mexico,USA,Masters,Employed,43532,Study,0,0,High,1
40,Philippines,Canada,HighSchool,Unemployed,31275,Work,1,0,High,0
49,Brazil,Australia,HighSchool,Employed,76398,Work,3,0,High,1
19,Nigeria,Australia,Bachelors,Employed,70052,Work,1,0,High,1
29,India,Australia,Masters,Employed,72952,Business,3,0,High,1
22,Mexico,UK,Masters,Employed,76734,Study,2,0,Low,1
36,Brazil,USA,HighSchool,Employed,9538,Tourist,1,0,Medium,0
35,Philippines,Australia,Bachelors,Unemployed,85224,Tourist,0,0,Medium,0
23,Philippines,Germany,HighSchool,Unemployed,37298,Study,2,0,High,0
25,Philippines,Canada,Masters,Employed,72653,Study,0,0,Low,1
18,Philippines,Germany,Masters,Unemployed,8941,Study,0,1,Medium,0
19,Nigeria,Canada,Masters,Unemployed,95474,Study,1,0,Low,0
33,Brazil,UK,Masters,Employed,83721,Tourist,1,0,Low,1
33,Mexico,Canada,Bachelors,Employed,53755,Study,2,0,Medium,1
20,Philippines,UK,Masters,Employed,77298,Study,0,0,High,1
45,India,Australia,Masters,Unemployed,31021,Study,3,1,Medium,0
41,Brazil,Canada,Bachelors,Unemployed,92677,Work,0,0,Medium,0
49,Brazil,UK,Bachelors,Employed,20928,Study,1,0,Low,0
26,Nigeria,Canada,Bachelors,Employed,91481,Work,2,0,Medium,1
39,India,Australia,Bachelors,Employed,53361,Business,0,0,High,1
42,Nigeria,UK,Bachelors,Employed,10258,Study,2,1,Medium,0
47,Mexico,UK,Bachelors,Unemployed,56363,Study,0,1,Medium,0
33,Brazil,USA,Masters,Unemployed,62754,Work,1,1,Medium,0
31,Brazil,Germany,HighSchool,Employed,52357,Tourist,2,0,Low,1
38,Nigeria,Australia,Bachelors,Employed,18900,Tourist,3,0,High,1
40,Mexico,Germany,Bachelors,Unemployed,10359,Tourist,3,0,High,0
41,India,USA,Bachelors,Employed,11341,Business,0,0,Medium,0
18,Brazil,USA,HighSchool,Unemployed,98762,Work,0,0,High,0
20,Brazil,Canada,Masters,Unemployed,17521,Work,2,0,High,1
45,Mexico,Australia,HighSchool,Unemployed,69909,Study,2,0,Low,0
32,Philippines,Australia,Bachelors,Unemployed,70703,Work,2,0,High,1
40,Mexico,Australia,Bachelors,Employed,11249,Study,0,0,Medium,0
32,Nigeria,USA,Masters,Unemployed,86403,Work,3,0,Medium,1
21,Mexico,UK,Bachelors,Employed,62501,Tourist,2,0,Low,1
39,Mexico,Australia,Masters,Employed,46025,Tourist,0,0,Medium,0
18,Nigeria,USA,Masters,Unemployed,8593,Tourist,2,1,Low,0
49,Mexico,UK,HighSchool,Unemployed,88650,Study,3,0,High,1
42,Nigeria,USA,Masters,Employed,70987,Study,3,0,Low,1
22,Brazil,UK,HighSchool,Unemployed,81707,Study,3,0,Medium,0
46,Nigeria,USA,HighSchool,Employed,75369,Business,0,0,Low,0
44,India,Australia,HighSchool,Unemployed,54057,Study,2,0,Medium,0
34,Philippines,UK,Masters,Employed,53996,Tourist,1,0,High,1
47,Mexico,Australia,HighSchool,Employed,36167,Study,2,0,High,1
48,Mexico,Germany,Masters,Employed,83506,Work,0,0,Medium,1
47,Philippines,Germany,HighSchool,Unemployed,14492,Study,2,0,Medium,0
41,Philippines,Australia,Bachelors,Employed,76477,Work,3,1,High,0
49,India,Australia,HighSchool,Unemployed,7519,Study,0,0,Medium,0
47,Nigeria,USA,Bachelors,Employed,99425,Study,0,0,High,1
18,Nigeria,Australia,Masters,Unemployed,89656,Study,0,1,Medium,0
40,Nigeria,Germany,Masters,Unemployed,66607,Work,1,0,High,1
42,Brazil,Australia,Bachelors,Employed,94683,Work,0,0,Medium,0
28,Brazil,UK,Bachelors,Employed,66593,Study,1,0,High,1
48,Brazil,Germany,Masters,Unemployed,98575,Tourist,1,0,Medium,1
21,India,Germany,Bachelors,Employed,86935,Work,0,0,High,1
26,Philippines,UK,Bachelors,Employed,22928,Tourist,3,0,High,1
19,Brazil,USA,Masters,Unemployed,14266,Work,1,0,High,0
42,Nigeria,Germany,Bachelors,Employed,89755,Business,0,0,Low,0
43,Brazil,Australia,Bachelors,Employed,58641,Business,3,0,Low,1
48,Mexico,USA,Bachelors,Employed,64934,Business,1,0,Low,0
36,Philippines,Germany,Masters,Employed,8440,Study,1,0,Low,0
38,Nigeria,Australia,Bachelors,Unemployed,58462,Work,3,0,Low,0
32,Mexico,Germany,Bachelors,Unemployed,13818,Study,1,0,Low,0
42,Philippines,UK,Bachelors,Employed,7024,Study,2,0,Low,0
36,Mexico,Canada,Bachelors,Unemployed,5263,Study,2,0,Medium,0
35,Mexico,Germany,HighSchool,Employed,26009,Work,2,0,High,1
34,Mexico,USA,Masters,Unemployed,19014,Work,0,1,Low,0
37,Brazil,USA,HighSchool,Employed,10018,Work,2,0,Medium,0
19,Mexico,Australia,Masters,Unemployed,37292,Tourist,2,1,Medium,0
36,Brazil,Germany,Masters,Employed,68995,Tourist,2,0,Medium,1
23,Nigeria,Canada,Masters,Employed,36471,Work,3,0,Low,1
22,Mexico,USA,Bachelors,Unemployed,59114,Business,3,0,High,1
22,Brazil,USA,HighSchool,Unemployed,75369,Business,0,0,High,0
27,India,Australia,Bachelors,Unemployed,26237,Work,2,0,High,0
39,Nigeria,Germany,Bachelors,Employed,22061,Study,3,1,High,0
22,Nigeria,UK,Bachelors,Unemployed,61580,Work,0,0,Medium,0
20,Brazil,USA,HighSchool,Unemployed,49446,Tourist,0,0,Medium,0
23,Nigeria,UK,HighSchool,Unemployed,30027,Tourist,0,1,High,0
19,Nigeria,USA,Bachelors,Unemployed,24721,Study,0,0,Low,0
27,Mexico,Australia,Bachelors,Employed,83639,Study,0,1,Medium,0
42,India,Germany,Masters,Unemployed,7029,Work,1,0,Low,0
36,Brazil,UK,HighSchool,Employed,18830,Study,1,0,Medium,0
48,India,USA,HighSchool,Employed,89791,Work,2,0,Low,0
23,Mexico,Australia,Bachelors,Employed,78049,Work,0,0,Medium,0
37,Mexico,USA,Bachelors,Employed,82174,Tourist,0,0,Medium,0
21,Philippines,Canada,Bachelors,Employed,89682,Work,1,0,Medium,1
27,Mexico,UK,Bachelors,Employed,25605,Study,0,0,Low,0
39,Mexico,Australia,HighSchool,Employed,25257,Business,0,0,Medium,0
20,Nigeria,USA,Masters,Unemployed,31994,Work,1,0,High,0
49,Mexico,Germany,HighSchool,Employed,29725,Work,2,1,Medium,0
47,Brazil,USA,HighSchool,Employed,75416,Work,1,0,High,1
31,Nigeria,Germany,Masters,Employed,69891,Study,3,0,Medium,1
46,Mexico,UK,HighSchool,Employed,26795,Study,3,1,Medium,0
18,Mexico,UK,Masters,Employed,50808,Tourist,1,1,High,0
41,Philippines,Germany,Masters,Unemployed,43188,Study,3,0,Medium,1
37,Nigeria,USA,Masters,Unemployed,68611,Business,3,0,Low,1
49,India,USA,HighSchool,Employed,33425,Tourist,3,0,Low,0
47,Nigeria,UK,Bachelors,Employed,48332,Study,2,0,Medium,1
18,India,UK,HighSchool,Unemployed,52298,Business,3,0,Medium,0
48,Nigeria,UK,Masters,Unemployed,60899,Study,1,0,Low,0
29,Brazil,UK,HighSchool,Employed,55736,Study,0,0,Medium,0
33,Brazil,USA,Masters,Unemployed,40283,Tourist,0,1,Low,0
25,India,Australia,Masters,Unemployed,73165,Tourist,1,0,Medium,0
21,Nigeria,Germany,Bachelors,Unemployed,51490,Tourist,1,0,Low,0
34,Nigeria,Australia,HighSchool,Employed,21608,Tourist,0,0,High,0
41,India,UK,Masters,Unemployed,95356,Tourist,0,0,Medium,0
18,Nigeria,USA,HighSchool,Employed,90637,Work,0,0,High,0
37,Brazil,Germany,Masters,Unemployed,38429,Study,2,0,Medium,1
40,Brazil,USA,HighSchool,Employed,18739,Tourist,0,1,Low,0
46,Nigeria,UK,Masters,Employed,76111,Tourist,3,0,High,1
21,Philippines,Australia,Bachelors,Unemployed,56607,Work,2,0,Medium,0
23,Mexico,Canada,Masters,Employed,23374,Work,2,0,Low,1
20,Mexico,Germany,Masters,Employed,98414,Business,3,0,Medium,1
18,Nigeria,Germany,Bachelors,Unemployed,45029,Business,2,0,High,1
30,Philippines,Canada,Bachelors,Employed,5141,Work,1,1,Low,0
49,Mexico,USA,Masters,Unemployed,28332,Business,3,0,Medium,0
49,Nigeria,Germany,Masters,Unemployed,16584,Study,1,0,High,0
25,Nigeria,Canada,Bachelors,Unemployed,30059,Study,3,0,Medium,1
32,Brazil,UK,Bachelors,Employed,47378,Business,3,0,High,1
37,Philippines,UK,Bachelors,Employed,27020,Business,3,0,Low,0
21,India,Canada,HighSchool,Unemployed,8064,Study,0,0,Medium,0
41,Philippines,Germany,HighSchool,Unemployed,48466,Tourist,2,0,Medium,0
24,Nigeria,Australia,HighSchool,Unemployed,29411,Business,1,0,Medium,0
45,Mexico,Germany,HighSchool,Unemployed,42142,Business,3,0,High,1
31,Mexico,USA,HighSchool,Unemployed,82546,Business,0,0,High,0
20,Brazil,USA,Bachelors,Employed,55677,Tourist,0,0,Medium,0
42,Nigeria,UK,Bachelors,Employed,92909,Tourist,1,0,Medium,1
37,Philippines,UK,Bachelors,Unemployed,70324,Tourist,0,0,Medium,0
26,India,Australia,HighSchool,Unemployed,43467,Business,3,0,Medium,0
27,Mexico,UK,HighSchool,Unemployed,89370,Study,1,1,Medium,0
37,Mexico,USA,Masters,Unemployed,14270,Tourist,1,0,High,0
26,Nigeria,Canada,Bachelors,Employed,28497,Work,2,0,High,1
37,India,Australia,HighSchool,Employed,13550,Study,3,0,High,0
40,Philippines,USA,HighSchool,Employed,45040,Work,0,0,Medium,0
37,Brazil,Germany,Masters,Unemployed,50367,Tourist,3,0,Medium,1
32,India,USA,Masters,Unemployed,12189,Business,2,1,Low,0
21,Nigeria,UK,Masters,Unemployed,9561,Business,3,0,Medium,0
19,Nigeria,Germany,Bachelors,Employed,69483,Work,1,0,Medium,1
34,Mexico,Australia,HighSchool,Unemployed,14471,Study,1,0,High,0
47,Philippines,Germany,Masters,Unemployed,56431,Work,1,0,Medium,1
36,India,USA,HighSchool,Unemployed,95217,Work,0,0,Medium,0
34,Mexico,UK,Masters,Unemployed,44997,Business,3,0,Low,0
29,India,UK,Bachelors,Employed,31806,Business,3,0,Low,1
33,Nigeria,Australia,HighSchool,Employed,37261,Work,0,0,High,0
40,India,UK,Masters,Unemployed,10458,Business,2,0,Medium,0
32,Brazil,Germany,Bachelors,Unemployed,38548,Work,1,0,Medium,0
49,Philippines,UK,HighSchool,Unemployed,97542,Study,2,0,Low,0
20,Brazil,Germany,Bachelors,Unemployed,43553,Work,3,0,High,1
30,Philippines,Germany,Bachelors,Unemployed,43050,Study,0,0,Low,0
47,Nigeria,USA,Bachelors,Employed,36890,Tourist,0,0,Low,0
42,Mexico,Canada,Bachelors,Employed,72977,Tourist,0,0,High,1
18,Mexico,USA,HighSchool,Unemployed,47240,Tourist,2,0,High,0
48,Brazil,Canada,HighSchool,Unemployed,30634,Business,2,0,Low,0
36,India,Canada,HighSchool,Unemployed,22245,Tourist,2,0,High,0
47,Mexico,UK,Masters,Employed,95014,Work,3,0,High,1
26,Nigeria,USA,Bachelors,Employed,55541,Study,0,0,High,1
30,Mexico,USA,Bachelors,Unemployed,12797,Work,2,1,Low,0
46,Philippines,Germany,HighSchool,Unemployed,91476,Tourist,0,0,Medium,0
44,India,Germany,HighSchool,Unemployed,25744,Work,0,0,High,0
45,India,Germany,Bachelors,Employed,25301,Tourist,1,0,Medium,0
44,Mexico,Canada,HighSchool,Employed,7912,Work,0,0,High,0
32,Brazil,UK,Masters,Unemployed,95741,Study,2,0,Low,0
25,Mexico,UK,HighSchool,Unemployed,78534,Study,1,1,High,0
31,Mexico,Australia,HighSchool,Employed,12982,Work,1,0,High,0
18,Nigeria,Australia,Bachelors,Unemployed,67611,Business,0,0,Low,0
39,Nigeria,Canada,Masters,Employed,65522,Study,2,0,Low,1
30,Brazil,Australia,HighSchool,Employed,99394,Work,3,0,Low,1
20,Nigeria,Canada,Masters,Unemployed,10520,Study,2,0,Medium,0
32,Brazil,USA,HighSchool,Employed,55332,Business,1,0,Low,0
33,Philippines,USA,HighSchool,Employed,21932,Business,3,0,Medium,0
41,Mexico,UK,Bachelors,Unemployed,59226,Study,2,0,High,1
42,Mexico,Australia,HighSchool,Employed,46858,Business,1,0,Low,0
37,Nigeria,USA,HighSchool,Employed,66208,Study,1,0,Medium,0
43,Nigeria,Germany,Masters,Unemployed,38440,Business,1,1,Low,0
47,Nigeria,Germany,HighSchool,Unemployed,30007,Business,0,0,High,0
38,Brazil,Germany,HighSchool,Unemployed,99220,Tourist,0,0,High,0
46,Nigeria,Germany,Bachelors,Unemployed,19688,Study,0,0,Low,0
21,Nigeria,Australia,Masters,Employed,89712,Work,3,0,Low,1
35,Philippines,UK,Bachelors,Unemployed,86386,Study,0,0,Low,0
47,Philippines,UK,Bachelors,Employed,17069,Business,1,0,Medium,0
49,Mexico,Australia,HighSchool,Employed,88932,Work,2,1,Medium,0
37,Philippines,UK,Masters,Unemployed,93510,Tourist,3,0,High,1
19,Mexico,USA,Bachelors,Employed,65465,Work,2,0,Medium,1
30,India,Canada,HighSchool,Unemployed,55834,Tourist,1,0,Medium,0
33,Nigeria,Germany,Masters,Unemployed,13351,Business,3,0,Low,0
46,Philippines,Australia,HighSchool,Unemployed,70737,Study,1,0,Medium,0
24,Brazil,Australia,Bachelors,Unemployed,36449,Tourist,3,1,Medium,0
35,Philippines,Australia,HighSchool,Unemployed,75656,Business,1,0,Low,0
27,India,Germany,Bachelors,Employed,90089,Tourist,1,0,High,1
20,India,UK,Bachelors,Unemployed,44740,Tourist,0,0,Medium,0
49,Nigeria,Germany,Bachelors,Unemployed,9965,Business,3,0,High,0
26,Brazil,Australia,Masters,Unemployed,14278,Work,1,0,Low,0
47,India,Australia,Bachelors,Employed,29207,Study,1,0,High,0
44,Philippines,Germany,Masters,Employed,76285,Tourist,1,0,Low,1
42,Mexico,Germany,HighSchool,Unemployed,41996,Study,2,0,High,0
43,Philippines,Australia,HighSchool,Unemployed,60596,Business,0,1,Low,0
29,India,Canada,HighSchool,Unemployed,57215,Business,3,0,Medium,1
38,Mexico,Canada,Bachelors,Employed,21253,Study,1,0,High,1
26,Philippines,Canada,HighSchool,Unemployed,24775,Study,2,0,Low,0
24,Philippines,Australia,Masters,Employed,56640,Tourist,0,1,Low,0
27,Nigeria,Canada,Bachelors,Unemployed,64573,Study,0,0,Medium,0
40,Philippines,Australia,HighSchool,Employed,74643,Study,2,0,High,1
40,Nigeria,USA,Masters,Employed,79177,Tourist,3,0,Low,1
44,Brazil,Germany,Masters,Unemployed,95550,Business,0,0,High,1
32,Mexico,Canada,Bachelors,Unemployed,33850,Business,2,0,Low,0
45,Philippines,USA,Bachelors,Unemployed,60332,Business,0,0,Low,0
18,India,UK,Bachelors,Employed,85185,Work,1,0,Medium,1
25,Philippines,Canada,Bachelors,Unemployed,33307,Business,1,0,Low,0
30,Nigeria,USA,Bachelors,Unemployed,57611,Business,2,0,Medium,0
28,Nigeria,Germany,Bachelors,Unemployed,17306,Study,2,0,Medium,0
41,Nigeria,UK,Masters,Unemployed,97329,Work,2,0,Low,0
21,India,Germany,Bachelors,Employed,35017,Work,3,0,Low,1
33,Brazil,USA,Masters,Unemployed,24782,Business,1,0,Low,0
48,Philippines,Canada,HighSchool,Employed,6288,Study,1,1,High,0
38,Brazil,USA,HighSchool,Employed,14050,Work,2,0,Medium,0
23,India,USA,Bachelors,Employed,47642,Tourist,3,0,Low,1
25,Brazil,Australia,Masters,Unemployed,41089,Study,3,0,High,1
36,Philippines,Australia,Masters,Employed,42485,Work,2,0,Low,1
44,Philippines,USA,HighSchool,Unemployed,96668,Study,1,0,Low,0
30,Philippines,Germany,HighSchool,Employed,54635,Work,2,0,High,1
21,Nigeria,Germany,Masters,Employed,99487,Business,3,0,Low,1
43,Nigeria,Australia,HighSchool,Employed,77918,Study,3,0,Medium,1
32,Brazil,Canada,Masters,Employed,87683,Business,2,0,High,1
34,Brazil,Australia,HighSchool,Employed,48897,Business,2,0,Medium,0
45,India,Canada,Bachelors,Unemployed,25025,Tourist,0,0,High,0
31,India,Australia,Bachelors,Employed,78011,Work,2,0,Medium,1
38,Philippines,Australia,HighSchool,Employed,85739,Business,1,0,Medium,0
46,Brazil,Australia,Masters,Unemployed,18888,Tourist,1,0,High,0
35,Brazil,USA,Masters,Employed,24773,Study,0,0,High,0
19,Nigeria,Australia,HighSchool,Unemployed,85098,Work,3,0,Low,0
46,Brazil,Germany,Bachelors,Unemployed,91930,Study,0,0,High,0
23,Brazil,Australia,Bachelors,Unemployed,59375,Business,2,1,High,0
31,India,Canada,HighSchool,Unemployed,59059,Work,2,0,Low,0
24,Philippines,Germany,Bachelors,Unemployed,83051,Business,1,0,Medium,0
20,Brazil,Germany,Masters,Employed,62883,Business,2,0,Low,1
30,Mexico,Australia,Masters,Unemployed,35994,Business,1,0,High,0
39,India,Germany,HighSchool,Employed,99403,Work,2,0,High,1
37,Philippines,Germany,Masters,Employed,17126,Business,1,0,High,1
32,India,Canada,Masters,Unemployed,14153,Tourist,3,0,Medium,0
42,India,UK,Bachelors,Unemployed,48095,Work,2,1,Low,0
29,Nigeria,Australia,Masters,Employed,37156,Tourist,1,0,Medium,1
42,Brazil,Canada,Bachelors,Unemployed,62937,Business,3,0,Low,1
40,Brazil,UK,Bachelors,Unemployed,52108,Tourist,0,1,High,0
18,Nigeria,Canada,Masters,Unemployed,88668,Tourist,0,1,Medium,0
23,Brazil,UK,Bachelors,Unemployed,18724,Work,2,0,High,0
33,India,Germany,Masters,Employed,37521,Work,0,0,High,1
23,Nigeria,UK,Bachelors,Unemployed,46635,Work,1,0,Low,0
27,India,Germany,Masters,Unemployed,47541,Study,2,0,Medium,1
37,Philippines,Canada,HighSchool,Employed,9159,Work,0,1,Low,0
33,Brazil,USA,Masters,Employed,83691,Business,0,0,Low,0
28,Nigeria,Australia,Bachelors,Employed,25301,Work,3,1,Medium,0
29,Philippines,UK,Masters,Unemployed,94011,Business,0,0,Low,0
38,Nigeria,USA,HighSchool,Unemployed,51684,Study,2,1,Low,0
38,Brazil,Germany,Bachelors,Employed,82763,Study,0,0,Low,0
35,Mexico,Australia,Bachelors,Employed,38287,Study,2,0,Medium,1
42,Nigeria,USA,Masters,Unemployed,74457,Business,2,0,High,1
36,Philippines,Australia,Bachelors,Employed,53231,Tourist,1,0,Low,0
35,Mexico,UK,HighSchool,Unemployed,77843,Tourist,0,0,Medium,0
44,India,Germany,HighSchool,Unemployed,11615,Work,1,1,Low,0
24,Brazil,Germany,HighSchool,Employed,25961,Study,0,0,High,0
24,Brazil,Australia,Bachelors,Employed,17023,Work,1,0,Low,0
24,Mexico,UK,Bachelors,Employed,32150,Work,0,0,Medium,0
32,Mexico,UK,Bachelors,Unemployed,26188,Work,3,0,High,0
20,Philippines,USA,HighSchool,Unemployed,21761,Study,2,0,Medium,0
18,Nigeria,Germany,HighSchool,Employed,82380,Business,2,0,High,1
40,India,UK,Bachelors,Unemployed,7617,Business,0,0,Low,0
43,Philippines,USA,HighSchool,Employed,76186,Work,3,0,Low,1
38,Nigeria,Canada,Bachelors,Unemployed,47999,Tourist,2,0,High,1
27,India,Canada,Bachelors,Unemployed,81864,Tourist,3,0,Low,1
49,India,UK,Bachelors,Employed,92921,Business,0,0,Low,0
24,Mexico,UK,Bachelors,Unemployed,19767,Tourist,1,0,High,0
44,Brazil,Germany,Masters,Unemployed,61228,Business,1,0,Medium,1
32,Mexico,UK,Bachelors,Unemployed,42739,Work,1,0,High,0
39,Mexico,UK,Masters,Unemployed,77089,Study,2,0,Low,0
20,Mexico,Germany,Bachelors,Employed,94560,Study,2,0,Low,1
41,Philippines,Australia,Bachelors,Employed,67031,Work,0,0,Low,0
41,Brazil,Canada,Bachelors,Employed,81463,Business,2,1,High,0
21,Brazil,Australia,Masters,Unemployed,70681,Business,0,0,High,0
31,India,USA,HighSchool,Unemployed,12260,Business,0,0,Low,0
24,Nigeria,Canada,Masters,Unemployed,6840,Study,0,0,High,0
49,Nigeria,Germany,Bachelors,Unemployed,75650,Tourist,2,0,Medium,1
49,India,Australia,Bachelors,Unemployed,61814,Business,0,0,Low,0
35,Philippines,UK,Bachelors,Unemployed,5798,Study,3,0,High,0
38,Nigeria,USA,Masters,Employed,83654,Work,1,0,High,1
27,Nigeria,UK,HighSchool,Unemployed,23535,Tourist,1,0,High,0
35,Mexico,UK,Bachelors,Employed,73582,Business,1,0,Low,0
39,Philippines,USA,Masters,Employed,90706,Study,3,0,High,1
40,Philippines,USA,Masters,Unemployed,70398,Business,3,0,Medium,1
31,Philippines,Australia,Bachelors,Unemployed,98717,Study,3,0,Low,0
41,Philippines,Australia,Masters,Unemployed,57384,Business,3,0,Low,1
20,Philippines,Australia,Bachelors,Unemployed,11379,Study,3,0,Low,0
33,India,UK,Bachelors,Employed,16207,Work,2,0,Low,0
25,Mexico,Germany,Bachelors,Unemployed,49880,Study,0,0,High,0
34,Brazil,Germany,Masters,Unemployed,62311,Study,1,0,Low,0
44,Brazil,USA,Masters,Unemployed,42935,Business,0,0,Low,0
24,Nigeria,Germany,Masters,Unemployed,74708,Tourist,2,0,Medium,1
43,Mexico,UK,Masters,Employed,40502,Business,2,0,Low,1
36,Brazil,UK,HighSchool,Employed,28010,Tourist,2,0,High,0
